key,source,target
D_Item_StringTable/Str_Item_Letter_ClassLog_02_Content,"In continuation from last semester, I'm to be class president once again. I hope we can make this another wonderful semester.

(The handwriting turns wild and erratic.)

I love being class president because I get to look after all these lost causes.","Geçen dönemden devamla, yine sınıf başkanı olacağım. Umarım bu dönemi de harika bir dönem yaparız.

(El yazısı vahşi ve düzensizleşiyor.)

Sınıf başkanı olmayı seviyorum çünkü tüm bu kayıp davalara göz kulak olabiliyorum."
D_Item_StringTable/Str_Item_Con_FoodD,Yokan,Yokan
D_Item_StringTable/Str_Item_Letter_WeirdSign_01_Content,"Miki,
I have absolutely no idea
how that crazy formula spells
""AISITERU,"" but I love you too.","Miki,
O çılgın formülün nasıl olup da
""AISITERU"" yazdığı hakkında hiçbir fikrim yok,
ama ben de seni seviyorum."
D_Item_StringTable/Str_Item_Letter_FutureDrawing,Project from Art Class,Resim Dersi Projesi
D_Item_StringTable/Str_Item_Letter_OldHoshopaper,Sheet of Fine Paper,İnce Kâğıt Yaprağı
D_Item_StringTable/Str_Item_Key_SMZ_CalendarEndC,A Yellowed Calendar,Sararmış Bir Takvim
D_Item_StringTable/Str_Item_Key_OSF_DepotKey_Des,"An ancient-looking key, might unlock the storehouse.","Antik görünümlü bir anahtar, depoyu açabilir."
D_Item_StringTable/Str_Item_Letter_UglyNote_Des,An old letter in sprawling handwriting.,Düzensiz bir el yazısıyla yazılmış eski bir mektup.
D_Item_StringTable/Str_Item_Letter_ToHinako_03_Content_P4,"So, that's why I'm grateful that you argued with me, even on a day like today.
Today was the first time in my life that I felt like you accepted me as your friend.
You can't even imagine how happy that made me.

So, Hinako, from the bottom of my heart, congratulations! I'm so happy for you!","İşte bu yüzden benimle tartıştığın için minnettarım, bugün gibi bir günde bile.
Bugün hayatımda ilk kez beni arkadaşın olarak kabul ettiğini hissettim.
Bunun beni ne kadar mutlu ettiğini hayal bile edemezsin.

Bu yüzden, Hinako, kalbimin derinliklerinden tebrikler! Senin için çok mutluyum!"
D_Item_StringTable/Str_Item_Letter_TownDoctorNote_06_Content_P3,"During the Meiji and Taisho periods, the town elders would apparently reassure the families of missing daughters that they had been swept away by a fox lord and are now enjoying a life of luxury without a care.","Meiji ve Taisho dönemlerinde, kasaba büyükleri kayıp kızlarının ailelerini, bir tilki beyi tarafından alınıp götürüldükleri ve şimdi lüks içinde, tasasız bir hayat sürdükleri konusunda temin ederlermiş."
D_Item_StringTable/Str_Item_Key_CMN_PocketA,Shoulder Bag,Omuz Çantası
D_Item_StringTable/Str_Item_Key_WHL_FoxStatue_000_Des,An emblem found in a strange room. It has some jutting out at the bottom that seems like it can be inserted somewhere.,Garip bir odada bulunan bir amblem. Alt kısmında bir yere takılabilecek gibi duran bir çıkıntı var.
D_Item_StringTable/Str_Item_Key_WHL_FoxStatue_001_Des,An emblem found in a strange room. It has some jutting out at the bottom that seems like it can be inserted somewhere.,Garip bir odada bulunan bir amblem. Alt kısmında bir yere takılabilecek gibi duran bir çıkıntı var.
D_Item_StringTable/Str_Item_Key_WHL_FoxStatue_002_Des,An emblem found in a strange room. It has some jutting out at the bottom that seems like it can be inserted somewhere.,Garip bir odada bulunan bir amblem. Alt kısmında bir yere takılabilecek gibi duran bir çıkıntı var.
D_Item_StringTable/Str_Item_Key_CMN_Brooch,Brooch,Broş
D_Item_StringTable/Str_Item_Letter_AnonymousNote_05_Content,"You've come such a long way. You're doing so well!

You don't need to worry about your silly old mundane world anymore. We'll break free from all of that here.

Welcome to our sanctuary.

The others are overjoyed to have you as a new addition.","Çok uzun bir yol katettin. Çok iyi gidiyorsun!

Artık o aptalca eski dünyevi hayatın için endişelenmene gerek yok. Burada bunların hepsinden kurtulacağız.

Sığınağımıza hoş geldin.

Diğerleri seni yeni bir üye olarak aramızda görmekten çok mutlu."
D_Item_StringTable/Str_Item_Key_SCL_HallKey_Des,"The key to the old annex behind the school, it can be used to open the hall doors.","Okulun arkasındaki eski ek binanın anahtarı, koridor kapılarını açmak için kullanılabilir."
D_Item_StringTable/Str_Item_Key_SCL_MountainKey_Des,Key that opens the chained gates.,Zincirle bağlanmış kapıları açan anahtar.
D_Item_StringTable/Str_Item_Letter_LocalNews_02_Content_P1,"Starting around May, Ebisugaoka began seeing a high number of small earthquakes. The Prefectural Disaster Prevention Division predicts that there will be even more in the future. Residents remain on edge, fearful that these may be early warning signs of a larger earthquake yet to come.","Mayıs ayı civarında Ebisugaoka'da çok sayıda küçük deprem görülmeye başlandı. İl Afet Önleme Dairesi, gelecekte daha da fazla olacağını tahmin ediyor. Bölge sakinleri tedirginliğini koruyor ve bunların daha büyük bir depremin erken uyarı işaretleri olabileceğinden korkuyor."
D_Item_StringTable/Str_Item_Letter_LocalNews_Des,A cutout from Ebisugaoka's local newspaper.,Ebisugaoka yerel gazetesinden bir kesit.
D_Item_StringTable/Str_Item_Letter_EnmiRecord_01_Content,"The wish to have one's romantic desires fulfilled is as old as humanity itself. Consequently, there have existed many arts by which people attempt to make such dreams come true. One such method was to employ a sorcerer, known as a ""jugonshi,"" to perform an incantation written in the Enmi-jugonroku.

After such spells were suspected of causing chaos and turmoil in the imperial court, their practice was expressly forbidden under the Yoro Code in the first year of the Tempyo-hoji era (757 A.D.).","Romantik arzuların gerçekleşmesi isteği, insanlık kadar eskidir. Sonuç olarak, insanların bu tür rüyaları gerçekleştirmeye çalıştığı birçok sanat dalı var olmuştur. Bu yöntemlerden biri, Enmi-jugonroku'da yazılı bir büyüyü yapmak için ""jugonshi"" olarak bilinen bir büyücü kullanmaktı.

Bu tür büyülerin imparatorluk sarayında kaosa ve kargaşaya neden olduğundan şüphelenildikten sonra, uygulamaları Tempyo-hoji döneminin ilk yılında (M.S. 757) Yoro Kanunu ile açıkça yasaklandı."
D_Item_StringTable/Str_Item_Letter_KidAccidentReport_04_Content,"Parents and Guardians,

When children are lost and begin to panic, they become less able to pay attention to their surroundings.

There have been numerous reports of children running around areas they are not familiar with, then falling into waterways and reservoirs and drowning.

If you come across a lost child, please offer your help to them.","Ebeveynler ve Veliler,

Çocuklar kaybolduğunda ve paniklemeye başladığında, çevrelerine dikkat etme yetenekleri azalır.

Çocukların bilmedikleri bölgelerde koşuşturup su yollarına ve rezervuarlara düşerek boğulduklarına dair çok sayıda rapor bulunmaktadır.

Eğer kaybolmuş bir çocukla karşılaşırsanız, lütfen onlara yardımınızı sunun."
D_Item_StringTable/Str_Item_Letter_MessyNote_01_Content,"For those who have yet to abandon hope:

I have hidden the omamori that protects against evil behind the ema at...

I can attest to its efficacy; however, no power is absolute. You must remain vigilant.

This heirloom belonged to my grandmother, and now I pass it on to you.

I do not think I have much use for it, now...","Hâlâ umudunu kaybetmeyenler için:

Kötülüğe karşı koruyan omamori'yi, ema'nın arkasına sakladım...

Etkisini doğrulayabilirim; ancak hiçbir güç mutlak değildir. Dikkatli olmalısın.

Bu yadigâr büyükanneme aitti ve şimdi onu sana devrediyorum.

Artık pek işime yarayacağını sanmıyorum..."
D_Item_StringTable/Str_Item_Letter_OldMedicalRecord,Old Medical Record,Eski Tıbbi Kayıt
D_Item_StringTable/Str_Item_Key_SCL_HallKey,Old Annex Main Gate Key,Eski Ek Bina Ana Kapısı Anahtarı
D_Item_StringTable/Str_Item_Oma_Rabbit_Des,Press Heavy Attack immediately after performing a Perfect Dodge to deal a powerful Counter. This Counter greatly consumes Stamina.,Mükemmel bir Kaçış yaptıktan hemen sonra Güçlü Saldırı tuşuna basarak güçlü bir Karşı Saldırı yap. Bu Karşı Saldırı önemli miktarda Dayanıklılık tüketir.
D_Item_StringTable/Str_Item_Letter_ENTextbook_Des,"An English textbook. The name ""Asakura Ayumi"" is written on the cover.","Bir İngilizce ders kitabı. Kapağında ""Asakura Ayumi"" ismi yazıyor."
D_Item_StringTable/Str_Item_Letter_GorgeousReel,Ornate Scroll,Süslemeli Parşömen
D_Item_StringTable/Str_Item_Con_DrinkC,Kudzu Tea,Kudzu Çayı
D_Item_StringTable/Str_Item_Con_DrinkC_Des,"A slightly thick drink made by dissolving kudzu powder in water. In this region, ginger and freshly pressed juice are added to enrich the flavor. Freeze it before drinking.","Kudzu tozunun suda eritilmesiyle yapılan hafif kıvamlı bir içecek. Bu bölgede, lezzetini zenginleştirmek için zencefil ve taze sıkılmış meyve suyu eklenir. İçmeden önce dondurun."
D_Item_StringTable/Str_Item_Letter_UnexplainedBody_Des,"An autopsy report with the stamp ""Viewing and Removal Prohibited.""","""İncelenmesi ve Kaldırılması Yasaktır"" damgası bulunan bir otopsi raporu."
D_Item_StringTable/Str_Item_Letter_OldMedicalRecord_01_Content,"Fujitori Kotoyuki: Age 9

The patient had joined a group of children chasing down a fox that had wandered into the village. The fox then attacked the patient, leaving several lacerations on his face. The wound below his left eye is particularly deep and shows a considerable risk of scarring.

During treatment, he suddenly fell unconscious and was measured with a fever of over 40 degrees. Emergency transfer of the patient to the prefectural hospital was requested.","Fujitori Kotoyuki: 9 Yaşında

Hasta, köye kadar gelmiş bir tilkiyi kovalayan bir grup çocuğa katılmıştı. Tilki daha sonra hastaya saldırdı ve yüzünde çeşitli yırtıklara neden oldu. Sol gözünün altındaki yara özellikle derin ve önemli bir iz bırakma riski taşıyor.

Tedavi sırasında aniden bilincini kaybetti ve ateşi 40 derecenin üzerinde ölçüldü. Hastanın acil olarak il hastanesine nakli talep edildi."
D_Item_StringTable/Str_Item_Con_CapsuleCrazy_Des,I have to take the pills...now...,Hapları almalıyım... şimdi...
D_Item_StringTable/Str_Item_Key_SMZ_Wax,Block of Wax,Balmumu Bloğu
D_Item_StringTable/Str_Item_Letter_WadLetterC,Letter of Concern,Endişe Mektubu
D_Item_StringTable/Str_Item_Letter_NatalLetter_01_Des,A letter written by yet another woman suffering under a tyrannical husband. It makes me sick reading this...,Zorba bir kocanın elinden çeken bir başka kadın tarafından yazılmış bir mektup. Bunu okumak beni hasta ediyor...
D_Item_StringTable/Str_Item_Letter_CrumbledNote,Crushed Note,Buruk Not
D_Item_StringTable/Str_Item_Letter_ScrunchedLetter_Des,A letter that was wadded up. It looks like the writer got frustrated and gave up halfway.,Burada buruşturulmuş bir mektup var. Görünüşe göre yazan kişi sinirlenmiş ve yarıda bırakmış.
D_Item_StringTable/Str_Item_Letter_ScrunchedNote,Balled-Up Notebook Paper,Burulmuş Not Defteri Kağıdı
D_Item_StringTable/Str_Item_Letter_ScrunchedLetter,Crumpled Letter,Buruk Mektup
D_Item_StringTable/Str_Item_Letter_WordCard_Des,A folded-up book of flash cards with a short passage on them.,"Üzerlerinde kısa bir pasaj bulunan, katlanmış bir bilgi kartları kitabı."
D_Item_StringTable/Str_Item_Letter_RinkoDiaryB_09_Content_P1,I'm sure the teachers have seen right through me. They know the truth—that I am friendless in the truest sense of the word.,Öğretmenlerin beni tamamen çözdüğünden eminim. Gerçeği biliyorlar—kelimenin tam anlamıyla arkadaşsız olduğumu.
D_Item_StringTable/Str_Item_Letter_Kakura_01_Content,"There exists a wondrous medicine that a Bateren missionary is said to have brought to Nagasaki during the Tensho era (circa 1580 A.D.). It was a drug used during mediation by individuals to speak with their inner selves.
","Tensho döneminde (yaklaşık M.S. 1580) bir Bateren misyonerinin Nagasaki'ye getirdiği söylenen mucizevi bir ilaç vardır. Bu, kişilerin iç benlikleriyle konuşmak için meditasyon sırasında kullandığı bir ilaçtı.
"
D_Item_StringTable/Str_Item_Key_ALW_SacredSwordOffering_03,Broken Japanese Geta Sandal,Kırık Japon Geta Sandalı
D_Item_StringTable/Str_Item_Key_MTN_SacredSwordOffering_04,Cracked Hibachi Brazier,Çatlak Hibachi Mangalı
D_Item_StringTable/Str_Item_Key_HLS_SacredSwordOffering_01,Faded Bride Doll,Solmuş Gelin Bebeği
D_Item_StringTable/Str_Item_Letter_ShrineFlyer_Content_P2,"Holding a Jichinsai is especially important for wells.

Lest we forget the ancient tale of a poisonous water dragon that once wreaked havoc until Inari-sama finally sealed it deep underground.

Digging a new well is just like opening up an airhole for that terrible dragon. And if we're not careful, we risk facing its wrath once more.
That's why we must have a Jichinsai!","Bir Jichinsai düzenlemek özellikle kuyular için önemlidir.

Bir zamanlar Inari-sama tarafından derinlere mühürlenene kadar ortalığı kasıp kavuran zehirli bir su ejderhasının eski hikayesini unutmayalım.

Yeni bir kuyu kazmak, o korkunç ejderha için bir hava deliği açmak gibidir. Ve dikkatli olmazsak, bir kez daha onun gazabıyla yüzleşme riskini alırız.
İşte bu yüzden bir Jichinsai'miz olmalı!"
D_Item_StringTable/Str_Item_Letter_UglyNote_Content,"Wonder what that pretty little thing's chirps will sound like when I tear off that mask of hers.

The girl before last was an exquisite specimen.
I can barely contain myself every time I think about her.","Merak ediyorum, o şirin şeyin maskesini yüzünden söktüğümde nasıl cıvıldayacak.

Ondan önceki kız enfes bir örnekti.
Onu her düşündüğümde kendimi zor zapt ediyorum."
